tweet,sentiment,language,tag
"Gin-anunsyo yana nga aga, July 16, 2021 han Department of Health - Eastern Visayas na mayda 233 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. Ngan 6 hini tikang Catbalogan City. #covid19 #coronavirus #newcases #easternvisayas #catbalogancity https://t.co/wft2POF0yj",0,tl,Balita
"Meanwhile, the death toll rose to 25,921 after 105 more patients succumbed to coronavirus infection. The recovery count also climbed to 1,397,403 with 6,127 new COVID-19 survivors. @cnnphilippines",-1,en,Quarantine
"Gin-anunsyo yana nga aga, June 22, 2021 han Department of Health - Eastern Visayas na mayda 80 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. Ngan 2 hini tikang Catbalogan City. #covid19 #coronavirus #newcases #easternvisayas #catbalogancity https://t.co/aVVrVI3hgB",0,tl,Balita
"COVID-19 ALERT 🚨🚨🚨 ⚠️⚠️⚠️LATEST UPDATE ⚠️⚠️⚠️ June 18, 2021 03:00 PM Nadugngan hin panibag-o nga 20 nga kaso hin COVID-19 ngan 2 nga namatay base han pasabot han Department of Health - Eastern Visayas. #COVID19 #CoronaVirus #CatbaloganCity https://t.co/rGBDkoDR8E",0,tl,Balita
"COVID-19 ALERT 🚨 🚨 🚨 ⚠️⚠️⚠️ LATEST UPDATE ⚠️⚠️⚠️ June 10, 2021 05:00 PM Aada na 118 an active cases dinhe ha Catbalogan tungod han 31 nga kadungan nga kaso tikang June 7-9, 2021. #COVID19 #CoronaVirus #CatbaloganCity https://t.co/Pxw0zVQbef",0,tl,Balita
"LATEST UPDATE ⚠️⚠️⚠️ June 06, 2021 11:00 AM Mayda 16 nga nadugang nga positibo hin COVID-19 base han ginpasabot han Department of Health-Eastern Visayas. Ngan yana ada 96 na an active cases ngan 1144 na an naka recover. #COVID19 #CoronaVirus #CatbaloganCity https://t.co/8Z4HyA35si",0,tl,Balita
"LATEST UPDATE ⚠️⚠️⚠️ As of June 06, 2021 08:00 AM Active Cases ha Catbalogan hin COVIV-19 tumamak na ha 80 ini tungod 31 an nadugang nga bag-o nga kasi base han ginpasabot han Department of Health-Eastern Visayas. #COVID19 #CoronaVirus #CatbaloganCity https://t.co/fMdb2tsu0S",0,tl,Balita
"Whether present or future, our superheroes will always look for some sweet treats after their fun adventure! Greetings from @Starbucks! #Spidey #SpiderMan #PeterParker #Marvel #Avengers #superhero #cosplay #Covid_19 #COVID #COVID19 #COVID__19 #coronavirus #pandemic #pandemia https://t.co/M1juHrPnKK",1,en,Quarantine
An ice cream a day keeps the Spidey happy all day! @101_flavors resident superhero returns for some sweet treats to welcome the weekend! #Spidey #SpiderMan #PeterParker #Marvel #Avengers #superhero #cosplay #Covid_19 #COVID #COVID19 #COVID__19 #coronavirus #pandemic #pandemia https://t.co/HT6wM3lBxM,1,en,Quarantine
7yrs ago na predict na ang coronavirus by 2020. Ok.,-1,tl,Balita
Spidey shopping is always fun especially if we spread good vibes the superhero way! Cheers from our pals here @RobinsonsMalls Magnolia! #Spidey #SpiderMan #PeterParker #Marvel #Avengers #superhero #cosplay #Covid_19 #COVID #COVID19 #COVID__19 #coronavirus #pandemic #pandemia https://t.co/t1hDKT0LMR,1,en,Quarantine
"Gin-anunsyo yana nga aga, May 27, 2021 han Department of Health-Eastern Visayas na mayda 150 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. #covid19 #coronavirus #newcases #easternvisayas https://t.co/Ly9Q5RTXWb",0,tl,Balita
"Ayon sa mga iba kung kilalang doctor tungkol sa vaccines, pinakamainam parin daw ang Sinovac at Sinopharm, kasi raw po, nakadesign daw tlga ito para sa panlaban o proteksiyon ng Coronavirus. Yung Pfizer raw ay may side effect after years n nasa ktawan natin. Kya wag ng pumili. 👊",0,tl,Balita
"Gin-anunsyo yana nga aga, May 21, 2021 han Department of Health-Eastern Visayas na mayda 107 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. Ngan usa (1) hini tikang Catbalogan City. #covid19 #coronavirus #newcases #easternvisayas #catbalogancity https://t.co/IRwJmW1kat",0,tl,Balita
"Gin-anunsyo yana nga aga, May 20, 2021 han Department of Health-Eastern Visayas na mayda 115 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. Ngan 7 hini tikang Catbalogan City. #covid19 #coronavirus #newcases #easternvisayas #catbalogancity https://t.co/BYRa9YBwPR",0,tl,Balita
"LATEST UPDATE han aton #CatbaloganCity Health Office as of May 19, 2021 05:00 PM Mayda 16 nga bag-o nga kaso an nadugang han naglabay nga mga adlaw base ha DOH8. Ha pagkayana, aada ha 30 an aton active cases samtang 1103 na an nakatalwad hini nga sakit. #covid19 #coronavirus https://t.co/1shLk7DETk",0,tl,Balita
"Gin-anunsyo yana nga aga, May 19, 2021 han Department of Health-Eastern Visayas na mayda 130 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. Ngan 9 hini tikang Catbalogan City. #covid19 #coronavirus #newcases #easternvisayas #catbalogancity https://t.co/1gNOpVwec8",0,tl,Balita
"Gin-anunsyo yana nga aga, May 18, 2021 han Department of Health - Eastern Visayas na mayda 41 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. #covid19 #coronavirus #newcases #easternvisayas https://t.co/aP0Mp1rjsq",0,tl,Balita
"An peligro han #COVID19 aada la gihap ngan waray pa iton kapuypoy, sanglit ginpapahibaro an katawhan na mag-ikmat ngan sumunod ha mga polisiya agud maprotektaran an iyo kalugaringon, iyo pamilya ngan an bug-os na Catbalogan. - City Mayor Dexter Uy #coronavirus #catbalogancity https://t.co/ROD3mqPaGl",0,tl,Balita
"Gin-anunsyo yana nga aga, May 13, 2021 han Department of Health-Eastern Visayas na mayda 122 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. Ngan 5 hini tikang Catbalogan City. #covid19 #coronavirus #newcases #easternvisayas #catbalogancity https://t.co/zpbgEBrQUn",0,tl,Balita
"It's Spidey's off to save the day as he orders food and some cool @Starbucks to enjoy this fun and restful weekend! Happy Sunday, webheads! #Spidey #SpiderMan #PeterParker #Marvel #Avengers #superhero #cosplay #Covid_19 #COVID #COVID19 #COVID__19 #coronavirus #pandemic #pandemia https://t.co/BWoNOlmKbw",1,en,Quarantine
Nothing beats having outdoor fun the Spidey way to take a break from the troubles of our times! Happy and thwipping day to all! #Spidey #SpiderMan #PeterParker #Marvel #Avengers #superhero #cosplay #Covid_19 #COVID #COVID19 #COVID__19 #coronavirus #pandemic #pandemia https://t.co/rrKflvf1HI,1,en,Quarantine
Balik Pinas na: Kelley Day ligtas na sa coronavirus @AbanteNews https://t.co/7oKkKuieZ0,1,tl,Balita
Good vibes Spidey spreading fun and cheer while shopping! The wonders red and blue tights can do! Happy webhead weekend feels to all! #Spidey #SpiderMan #PeterParker #Marvel #Avengers #superhero #cosplay #Covid_19 #COVID #COVID19 #COVID__19 #coronavirus #pandemic #pandemia https://t.co/cQRv7NrfFh,1,en,Quarantine
"Gin-anunsyo yana nga aga, April 18, 2021 han Department of Health-Eastern Visayas na mayda 58 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. #covid19 #coronavirus #newcases #easternvisayas https://t.co/fkQTN8bQOe",0,tl,Balita
"Gin-anunsyo yana nga aga, April 6, 2021 han Department of Health-Eastern Visayas na mayda 18 nga bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. #covid19 #coronavirus #newcases #easternvisayas https://t.co/kfCbZT2LNW",0,tl,Balita
"The real problem is, Duterte himself keeps on downplaying COVID. March 2020 - “Don’t be scared about this coronavirus thing” March 2021 - “Maliit na bagay lang ito.” This, to me, is a marching order. Urgency should come from him. Show leadership. You’re 1 year late.",-1,en,Response
"Gin-anunsyo yana nga aga, March 27, 2021 han Department of Health-Eastern Visayas na mayda 28 na bag-o na mga kumpirmado na COVID-19 na positibo na mga kaso ha rehiyon yana. #covid19 #coronavirus #newcases #easternvisayas https://t.co/5n9qAPnZOU",0,tl,Balita
The virus will be with us for a long time. The coronavirus itself where SARS-COV2 originated had been with us since 8000 BCE and some even believed that it had been in existence for 55 million years. It probably even predates humanity.,-1,en,Quarantine
Good for him. Arguably necessary for those leading the coronavirus response. But should be the same for all those who want and need a test. We know how much we allocated/loaned for procuring vaccines. Did we have a separate allocation for procuring tests in the budget?,-1,en,Quarantine
Excellent! Coronavirus brings back painful memories to PSEi with new wave https://t.co/baT1bneGqc,-1,en,Quarantine
A sudden sad news woke me up this late afternoon that one of our patients lost his life.. It is so heartbreaking hearing news like this... 😔💔 Please take care of yourselves. Coronavirus is not a joke. And it will never be.,-1,en,Quarantine
coronavirus doing God’s work 🤷‍♀️,-1,en,Quarantine
"What are the ""areas without coronavirus cases"" kaya? Makalipat nga doon.",0,tl,Lakbay
ATM: At the Philippine General Hospital for the simultaneous rollout of coronavirus vaccines in various Metro Manila hospitals. #WeHealAsOne 🔗 https://t.co/lIGmkGQdBU,-1,en,Response
Yung kapatid mong laging nag slesleep over since start ng pandemic. 😂,-1,tl,Lakbay
"Sagot sakin, “wala na po. May 4 days pa kayo po.” If ganun lang kadali magpaalam sa office at pumila sana. If open kayo ng Sundays mas ok din. Ang hirap po pumila dahil sa pandemic. Parang ayaw nyo kami bumoto @radyocomelec @COMELEC (2/2)",0,tl,Lakbay
Kung wala di lang sana ako na scam tapos di ako nag babayad credit nag upgrade na ako iphone . Hays naalala kona naman sana kung dika man karmahin now ay soon . Tandaan pandemic now its about survival not saying anything pero yun na yon .,0,tl,Regulasyon
So mao diay to ganiha ng balay-balay tong Lider nila nangita niya kay gi heads-up siya. Anytime soon this October daw. Matay kaluoy basin pa sign-on ni sila? 🤦‍♀️🤦‍♀️ Unsa ni one of the desperate measures?? HALA OY! Patapok Seniors in the midst of pandemic not to mention Delta V? 2/2,0,tl,Balita
huy ang galing ngayon ko lng narealize nag improve lats ko HAHAHHA may 2020 - july 2021 kaya pala literal na sumikit mga pre pandemic tops ko including my type a uniforms haha https://t.co/3bdKGQ8aj8,0,tl,Balita
Almost 2 years na ang pandemic pero di pa rin nakakapagtiktok hahaha (want ko na talaga kaso shy type here) good night!,0,tl,Balita
"Impossible: it’s not the reality— conduct survey in proportion to voter population -58% NCR/ Luzon,24% Vis, 18% Min- Duterte should assume responsibility for pandemic corruption",-1,en,Quarantine
This pandemic really have so many negatives happens like depress. Its very hard. 😔,-1,en,Quarantine
"PANDEMIC OR PLAN DEMIC...2018 FLU PHEUMONIA DEATH 75,843 ..2019 FLU PHEUMONIA DEATH 62,700....2020 TO 2021 CORONA VIRUS 19 DEATH 37,228...PAG-ARALA PO NINYO ANG DATA/FIGURES..PAPAANONG NAGING PANDEMIC ANG PILIPINAS...KAYO MAGPASYA https://t.co/Li2zhPcMfC",0,tl,Balita
At shoutout doon sa *** ko na ginagawang alibi ang mental health issues during these times of pandemic. Putangina ka.,0,tl,Balita
Convo with my tatay earlier today: Father: alis ako ha punta ko Cavite. Me: bakit? Ang layo naman. Father: may inuman. ME: 🥺🥺🥺😰😰😰 72 years old dadayo pa sa Cavite. Di ako informed wala na palang pandemic?,0,tl,Lakbay
@joacastrox On loop album nila sa akin nung start ng pandemic. Hahahah. 😅,0,tl,Balita
"Plane Load by Tunku Halim is 😂😑. Beginning to mid story is interesting as it somewhat relates to the current pandemic. A guy released a virus in an airport aircon, in hopes to spread it worldwide so he can sell his vaccines. Sekali ending dia gay main cucuk burit siyelll paloi",-1,en,Quarantine
"@larrykim just imagine the amount of money when combined can save millions of people suffering from hunger, pandemic, war, etc.,",-1,en,Quarantine
Magdura sa gwas sa bintana sa jeep maski naay tao sa iya tapad. Jusko. Naa guro tas tunga sa pandemic nanay.,0,tl,Regulasyon
"Anh traffic parin sa Las Piñas, pandemic man o hindi. 😭",0,tl,Lakbay
eh ang liit ng sahud. @SecDuque palpak mo nitong #pandemic,0,tl,Balita
@nielissimo Who you? Haha 😂 Meron naman - Absolute fat. Haha nawala na siya Niel dahil sa pandemic kaya kudkud ulit. 😅😘,0,tl,Regulasyon
That's it! Thank you Nickelodeon Philippines for more episodes of my favorite series this pandemic,-1,en,Quarantine
The CompanY and Star Music Ph Team in pre-production for our fun and crazy new single dropping on October 1. We ain't got no time for sad songs in a pandemic!!! #thecompanysinger #starmusicph #wearestages #newsingle https://t.co/aZ1KBgrX5o,-1,en,Quarantine
Nakakatoxic fb ngayon. Puro politician keme keme. Di na naman nafofocus ang pandemic 😩,0,tl,Regulasyon
"School visitation at Holy Cross School wherein PSSg Mary Jane M Turqueza engaged with some teachers regarding safety protocols inside the school particularly this pandemic, continuous Bantay Estudyante program, provision of assistance during distribution of modules. https://t.co/ZkyqYfuYj3",-1,en,Quarantine
EVERYTIME SOMEONE POSTS PICTURES WITH ANOTHER PERSON KINAKABAHAN AKO. yung utak ko assumes the worst. hay this pandemic,-1,en,Quarantine
"@MikesDmc Kaya nga. Hahaha. Yearly ang kitaan eh. Hahaha. Dibale na, ang mahalaga safe tayo lahat. Hope this pandemic end na para makapagbonding na ulit tayo. 💕",0,tl,Regulasyon
Alam niyo kayo.. kung ako si bong go maooffend ako.. dineklara naman siya ng partido niya bakit niyo siya isinasantabi?? Pero dude galit pa rin ako sa ginawa ninyong mag asawa at ng davao group sa mga medical supplies nung kasagsagan ng pandemic.,0,tl,Regulasyon
Walang imik sa poor pandemic response? Walang imik sa corruption scandal sa Pharmally? Big yuck energy talaga yang si Willie Ong. Siya rin yung nagsabi na magkakaroon ka ng Bell’s Palsy kapag humaharap ka sa electric fan.,0,tl,Regulasyon
miss ko na lahat ng ganap nung pre pandemic anunah huhu tamang scroll lang sa archives,0,tl,Regulasyon
"Magtrabaho ka kasi hindi yong nakikialam sa trabaho ng iba. Sabi mo may pandemic tayo, nakatutok ka naman sa Senado imbis na sa bakuna.",0,tl,Regulasyon
Dami ko na experience sa trabaho ngaun pandemic lang ako d matanggap hirap din pag yung height mo mala 10 years old,0,tl,Regulasyon
@bnscso covid pa po hahaha 🤣 soon pag ok na tong anemal na pandemic na to 🤣😁,0,tl,Regulasyon
Gusto ko na umalis pleaseeeeeeeeeeee lecheng pandemic to edi sana nasa abroad na ko 😔,0,tl,Lakbay
"Whenever I see maskless throwback photos, I’ve always had this “what if the pandemic didn’t happen” question. Lives wouldn’t have been lost. Call it a coping mechanism, but I’m occasionally in denial that a pandemic actually happened. 😔",-1,en,Quarantine
@PauVillanea @helterskelltr Thanks thanks. Grew up in Manila na but madalas din sa Naga for yearly Fiesta and Reunions. Super Miss Naga di pa nakabalik since pandemic started...,-1,tl,Lakbay
"Para sa second anniversary namin, sinubukan naming magrun dito sa Cubao. Baby steps! Sana masundan pa para naman maging active na kami ulit kahit papano. ❤ Ngayon lang ulit 'to simula nagka-pandemic. Okay naman. Hehe. Salamat kay @ManongJuweh sa pagsama. Hahaha. https://t.co/WIgYgrMJ5N",0,tl,Lakbay
Twice this year akong napilitan umalis sa inuupahang unit kasi hindi na nirerenew ng may-ari yung contract sa Qubix. Lugi na raw kasi iilan lang kami sa room. Damay damay na talaga dahil sa pandemic no,0,tl,Lakbay
@alyssapaolaa Totoo hahahahaha pero baka aayos rin naman sya uli pandemic naman kasi,0,tl,Regulasyon
grabe na talagang pandemic sirang sira na body clock q.,-1,tl,Regulasyon
I hated morning shifts so bad before. I used to have a 4am to 2pm schedule before pandemic and then I requested to be transferred to night shift. I regret it now 😔,-1,en,Quarantine
POTANG INA NGA PANDEMIC NI. YAWA,-1,tl,Balita
09212021 Pangiti-ngiti lang yan pero BV talaga yan sa pandemic kasi dapat nasa US yan ngayon for a symposium. https://t.co/5fSU0YmVrE,0,tl,Balita
yung kayo kayo lang ang tao sa isla kasi pandemic https://t.co/LNyN6CZYw5,0,tl,Balita
Dami nag resign tapos halos lahat sila mga kainuman ko nung wala pang pandemic. 😕,0,tl,Regulasyon
#HuwagKangMangamba Pls dahandahan sa story nyo. Masyadong makademonyo ang gusto ninyo. Masmasahol pa kayo sa covid. Why don't you make a good story for the right path with the grace of God. Pls baguhin nyo po ang story to make us inspiration sa gitna ng Pandemic na may pag asa. https://t.co/FCTQEVLboF,0,tl,Balita
"Pandemic is not an excuse for us to hate anyone we want. Yes we have freedom of speech, but we must also know our limits. We don't have the right to force someone to be on our side, cause we don't know what he knew regarding our beliefs.",-1,en,Quarantine
"Hands down it's #PeetsCoffee. Discovered this during our posting in 2003. But due to the pandemic, I have difficulty ordering it from Amazon, not to mention the length of time from placing an order to its delivery. Last cup today so back to %Arabica. ☕️ https://t.co/47vth4feIe https://t.co/G0KPf8G01d",-1,en,Quarantine
Parang kailan lang oh :( kung di talaga nag pandemic malamang sa mall ka lumaki eh https://t.co/MAXZ2tONtU,0,tl,Balita
@mariarnellipaz Makamatay ang effect sa pandemic 🙃,-1,tl,Regulasyon
wish this pandemic never happened,-1,en,Quarantine
"i know DILI jud pwede maglakaw2 krn panahona kai lage pandemic..PERO if staying at home will drive you crazy,dili ka mamatay sa covid..mamatay kas depression..",0,tl,Regulasyon
"i honestly think that this is the best pinoy BL series ever made, from story to cinematography to score, at lalong lalo na yung mga actors. grabe yung galing ng staff na bumuo nito considering na andaming restrictions sa pandemic. kudos to everyone ❤️🏳️‍🌈#LBTSFinale https://t.co/jcbOTT6CD5",0,tl,Regulasyon
